GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US24003731003,24003731003,"Census Tract 7310.03, Anne Arundel County, Maryland",1807,103
1400000US24003731004,24003731004,"Census Tract 7310.04, Anne Arundel County, Maryland",1838,130
1400000US24003731102,24003731102,"Census Tract 7311.02, Anne Arundel County, Maryland",1767,120
1400000US24003731103,24003731103,"Census Tract 7311.03, Anne Arundel County, Maryland",1814,129
1400000US24003731104,24003731104,"Census Tract 7311.04, Anne Arundel County, Maryland",1803,135
1400000US24003731105,24003731105,"Census Tract 7311.05, Anne Arundel County, Maryland",1782,245
1400000US24003731201,24003731201,"Census Tract 7312.01, Anne Arundel County, Maryland",1797,177
1400000US24003731202,24003731202,"Census Tract 7312.02, Anne Arundel County, Maryland",1656,107
1400000US24003731203,24003731203,"Census Tract 7312.03, Anne Arundel County, Maryland",2135,150
1400000US24003731204,24003731204,"Census Tract 7312.04, Anne Arundel County, Maryland",1634,139
1400000US24003731303,24003731303,"Census Tract 7313.03, Anne Arundel County, Maryland",1747,209
1400000US24003731306,24003731306,"Census Tract 7313.06, Anne Arundel County, Maryland",1715,216
1400000US24003731307,24003731307,"Census Tract 7313.07, Anne Arundel County, Maryland",1648,124
1400000US24003731308,24003731308,"Census Tract 7313.08, Anne Arundel County, Maryland",1462,175
1400000US24003731309,24003731309,"Census Tract 7313.09, Anne Arundel County, Maryland",1503,121
1400000US24003731310,24003731310,"Census Tract 7313.10, Anne Arundel County, Maryland",1729,132
1400000US24003731311,24003731311,"Census Tract 7313.11, Anne Arundel County, Maryland",1740,147
1400000US24003740102,24003740102,"Census Tract 7401.02, Anne Arundel County, Maryland",2028,133
1400000US24003740103,24003740103,"Census Tract 7401.03, Anne Arundel County, Maryland",1870,149
1400000US24003740104,24003740104,"Census Tract 7401.04, Anne Arundel County, Maryland",1719,73
1400000US24003740105,24003740105,"Census Tract 7401.05, Anne Arundel County, Maryland",1306,73
1400000US24003740201,24003740201,"Census Tract 7402.01, Anne Arundel County, Maryland",1312,83
1400000US24003740203,24003740203,"Census Tract 7402.03, Anne Arundel County, Maryland",2136,121
1400000US24003740303,24003740303,"Census Tract 7403.03, Anne Arundel County, Maryland",1747,142
1400000US24003740304,24003740304,"Census Tract 7403.04, Anne Arundel County, Maryland",1579,112
1400000US24003740305,24003740305,"Census Tract 7403.05, Anne Arundel County, Maryland",1833,57
1400000US24003740400,24003740400,"Census Tract 7404, Anne Arundel County, Maryland",-,**
1400000US24003740500,24003740500,"Census Tract 7405, Anne Arundel County, Maryland",1947,90
1400000US24003740601,24003740601,"Census Tract 7406.01, Anne Arundel County, Maryland",2144,56
1400000US24003740602,24003740602,"Census Tract 7406.02, Anne Arundel County, Maryland",1949,59
1400000US24003740603,24003740603,"Census Tract 7406.03, Anne Arundel County, Maryland",2104,112
1400000US24003740701,24003740701,"Census Tract 7407.01, Anne Arundel County, Maryland",1681,50
1400000US24003740702,24003740702,"Census Tract 7407.02, Anne Arundel County, Maryland",1813,105
1400000US24003740800,24003740800,"Census Tract 7408, Anne Arundel County, Maryland",1432,188
1400000US24003740900,24003740900,"Census Tract 7409, Anne Arundel County, Maryland",1784,102
1400000US24003741000,24003741000,"Census Tract 7410, Anne Arundel County, Maryland",2022,270
1400000US24003750101,24003750101,"Census Tract 7501.01, Anne Arundel County, Maryland",1114,77
1400000US24003750102,24003750102,"Census Tract 7501.02, Anne Arundel County, Maryland",1160,93
1400000US24003750201,24003750201,"Census Tract 7502.01, Anne Arundel County, Maryland",991,243
1400000US24003750202,24003750202,"Census Tract 7502.02, Anne Arundel County, Maryland",1289,202
1400000US24003750203,24003750203,"Census Tract 7502.03, Anne Arundel County, Maryland",1321,338
1400000US24003750300,24003750300,"Census Tract 7503, Anne Arundel County, Maryland",1365,191
1400000US24003750400,24003750400,"Census Tract 7504, Anne Arundel County, Maryland",1384,287
1400000US24003750801,24003750801,"Census Tract 7508.01, Anne Arundel County, Maryland",1602,155
1400000US24003750803,24003750803,"Census Tract 7508.03, Anne Arundel County, Maryland",1333,41
1400000US24003750804,24003750804,"Census Tract 7508.04, Anne Arundel County, Maryland",1259,126
1400000US24003750900,24003750900,"Census Tract 7509, Anne Arundel County, Maryland",1218,167
1400000US24003751000,24003751000,"Census Tract 7510, Anne Arundel County, Maryland",1401,72
1400000US24003751102,24003751102,"Census Tract 7511.02, Anne Arundel County, Maryland",1268,112
1400000US24003751103,24003751103,"Census Tract 7511.03, Anne Arundel County, Maryland",1311,105
1400000US24003751200,24003751200,"Census Tract 7512, Anne Arundel County, Maryland",1682,215
1400000US24003751400,24003751400,"Census Tract 7514, Anne Arundel County, Maryland",1515,304
1400000US24003751500,24003751500,"Census Tract 7515, Anne Arundel County, Maryland",1548,70
1400000US24003751600,24003751600,"Census Tract 7516, Anne Arundel County, Maryland",1277,235
1400000US24003751700,24003751700,"Census Tract 7517, Anne Arundel County, Maryland",2585,336
1400000US24003980000,24003980000,"Census Tract 9800, Anne Arundel County, Maryland",-,**
1400000US24003990000,24003990000,"Census Tract 9900, Anne Arundel County, Maryland",-,**
1400000US24005400100,24005400100,"Census Tract 4001, Baltimore County, Maryland",1653,94
1400000US24005400200,24005400200,"Census Tract 4002, Baltimore County, Maryland",1175,73
1400000US24005400400,24005400400,"Census Tract 4004, Baltimore County, Maryland",1650,192
1400000US24005400500,24005400500,"Census Tract 4005, Baltimore County, Maryland",2049,204
1400000US24005400600,24005400600,"Census Tract 4006, Baltimore County, Maryland",1171,93
1400000US24005400701,24005400701,"Census Tract 4007.01, Baltimore County, Maryland",1172,77
1400000US24005400702,24005400702,"Census Tract 4007.02, Baltimore County, Maryland",1368,87
1400000US24005400800,24005400800,"Census Tract 4008, Baltimore County, Maryland",1413,138
1400000US24005400900,24005400900,"Census Tract 4009, Baltimore County, Maryland",1195,156
1400000US24005401000,24005401000,"Census Tract 4010, Baltimore County, Maryland",1559,129
1400000US24005401101,24005401101,"Census Tract 4011.01, Baltimore County, Maryland",1322,74
1400000US24005401102,24005401102,"Census Tract 4011.02, Baltimore County, Maryland",1128,65
1400000US24005401200,24005401200,"Census Tract 4012, Baltimore County, Maryland",1163,155
1400000US24005401301,24005401301,"Census Tract 4013.01, Baltimore County, Maryland",1211,118
1400000US24005401302,24005401302,"Census Tract 4013.02, Baltimore County, Maryland",971,76
1400000US24005401400,24005401400,"Census Tract 4014, Baltimore County, Maryland",1530,161
1400000US24005401503,24005401503,"Census Tract 4015.03, Baltimore County, Maryland",1650,101
1400000US24005401504,24005401504,"Census Tract 4015.04, Baltimore County, Maryland",1623,79
1400000US24005401505,24005401505,"Census Tract 4015.05, Baltimore County, Maryland",1277,425
1400000US24005401506,24005401506,"Census Tract 4015.06, Baltimore County, Maryland",1368,85
1400000US24005401507,24005401507,"Census Tract 4015.07, Baltimore County, Maryland",1198,53
1400000US24005402201,24005402201,"Census Tract 4022.01, Baltimore County, Maryland",1509,197
1400000US24005402202,24005402202,"Census Tract 4022.02, Baltimore County, Maryland",1617,183
1400000US24005402302,24005402302,"Census Tract 4023.02, Baltimore County, Maryland",1311,117
1400000US24005402303,24005402303,"Census Tract 4023.03, Baltimore County, Maryland",1124,60
1400000US24005402304,24005402304,"Census Tract 4023.04, Baltimore County, Maryland",1186,109
1400000US24005402305,24005402305,"Census Tract 4023.05, Baltimore County, Maryland",1094,46
1400000US24005402306,24005402306,"Census Tract 4023.06, Baltimore County, Maryland",1090,43
1400000US24005402307,24005402307,"Census Tract 4023.07, Baltimore County, Maryland",1278,99
1400000US24005402403,24005402403,"Census Tract 4024.03, Baltimore County, Maryland",1466,184
1400000US24005402404,24005402404,"Census Tract 4024.04, Baltimore County, Maryland",1049,83
1400000US24005402405,24005402405,"Census Tract 4024.05, Baltimore County, Maryland",1174,54
1400000US24005402406,24005402406,"Census Tract 4024.06, Baltimore County, Maryland",1395,48
1400000US24005402407,24005402407,"Census Tract 4024.07, Baltimore County, Maryland",1252,120
1400000US24005402503,24005402503,"Census Tract 4025.03, Baltimore County, Maryland",1193,67
1400000US24005402504,24005402504,"Census Tract 4025.04, Baltimore County, Maryland",1502,238
1400000US24005402505,24005402505,"Census Tract 4025.05, Baltimore County, Maryland",1078,100
1400000US24005402506,24005402506,"Census Tract 4025.06, Baltimore County, Maryland",1455,122
1400000US24005402509,24005402509,"Census Tract 4025.09, Baltimore County, Maryland",1644,60
1400000US24005402602,24005402602,"Census Tract 4026.02, Baltimore County, Maryland",1321,131
1400000US24005402603,24005402603,"Census Tract 4026.03, Baltimore County, Maryland",1821,104
1400000US24005402604,24005402604,"Census Tract 4026.04, Baltimore County, Maryland",1598,126
1400000US24005403100,24005403100,"Census Tract 4031, Baltimore County, Maryland",1514,198
1400000US24005403201,24005403201,"Census Tract 4032.01, Baltimore County, Maryland",1426,294
1400000US24005403202,24005403202,"Census Tract 4032.02, Baltimore County, Maryland",1241,180
1400000US24005403300,24005403300,"Census Tract 4033, Baltimore County, Maryland",1318,90
1400000US24005403401,24005403401,"Census Tract 4034.01, Baltimore County, Maryland",1382,59
1400000US24005403402,24005403402,"Census Tract 4034.02, Baltimore County, Maryland",946,81
1400000US24005403500,24005403500,"Census Tract 4035, Baltimore County, Maryland",1340,130
1400000US24005403601,24005403601,"Census Tract 4036.01, Baltimore County, Maryland",1353,135
1400000US24005403602,24005403602,"Census Tract 4036.02, Baltimore County, Maryland",1498,66
1400000US24005403701,24005403701,"Census Tract 4037.01, Baltimore County, Maryland",1425,126
1400000US24005403702,24005403702,"Census Tract 4037.02, Baltimore County, Maryland",1468,150
1400000US24005403801,24005403801,"Census Tract 4038.01, Baltimore County, Maryland",2532,402
1400000US24005403802,24005403802,"Census Tract 4038.02, Baltimore County, Maryland",2118,460
1400000US24005403803,24005403803,"Census Tract 4038.03, Baltimore County, Maryland",1552,187
1400000US24005404101,24005404101,"Census Tract 4041.01, Baltimore County, Maryland",1698,66
1400000US24005404102,24005404102,"Census Tract 4041.02, Baltimore County, Maryland",1354,251
1400000US24005404201,24005404201,"Census Tract 4042.01, Baltimore County, Maryland",1351,50
1400000US24005404202,24005404202,"Census Tract 4042.02, Baltimore County, Maryland",1182,37
1400000US24005404402,24005404402,"Census Tract 4044.02, Baltimore County, Maryland",1570,172
1400000US24005404403,24005404403,"Census Tract 4044.03, Baltimore County, Maryland",1117,49
1400000US24005404404,24005404404,"Census Tract 4044.04, Baltimore County, Maryland",1436,129
1400000US24005404501,24005404501,"Census Tract 4045.01, Baltimore County, Maryland",1304,114
1400000US24005404502,24005404502,"Census Tract 4045.02, Baltimore County, Maryland",1076,152
1400000US24005404600,24005404600,"Census Tract 4046, Baltimore County, Maryland",1479,263
1400000US24005404800,24005404800,"Census Tract 4048, Baltimore County, Maryland",2053,295
1400000US24005404900,24005404900,"Census Tract 4049, Baltimore County, Maryland",1670,234
1400000US24005405000,24005405000,"Census Tract 4050, Baltimore County, Maryland",1255,219
1400000US24005406000,24005406000,"Census Tract 4060, Baltimore County, Maryland",1513,484
1400000US24005407001,24005407001,"Census Tract 4070.01, Baltimore County, Maryland",1623,205
1400000US24005407002,24005407002,"Census Tract 4070.02, Baltimore County, Maryland",1736,163
1400000US24005408100,24005408100,"Census Tract 4081, Baltimore County, Maryland",1450,129
1400000US24005408200,24005408200,"Census Tract 4082, Baltimore County, Maryland",2384,691
1400000US24005408302,24005408302,"Census Tract 4083.02, Baltimore County, Maryland",1888,124
1400000US24005408303,24005408303,"Census Tract 4083.03, Baltimore County, Maryland",2837,237
1400000US24005408304,24005408304,"Census Tract 4083.04, Baltimore County, Maryland",1393,136
1400000US24005408400,24005408400,"Census Tract 4084, Baltimore County, Maryland",1538,139
1400000US24005408502,24005408502,"Census Tract 4085.02, Baltimore County, Maryland",1798,394
1400000US24005408503,24005408503,"Census Tract 4085.03, Baltimore County, Maryland",1180,51
1400000US24005408505,24005408505,"Census Tract 4085.05, Baltimore County, Maryland",1394,112
1400000US24005408506,24005408506,"Census Tract 4085.06, Baltimore County, Maryland",1036,45
1400000US24005408507,24005408507,"Census Tract 4085.07, Baltimore County, Maryland",1158,36
1400000US24005408601,24005408601,"Census Tract 4086.01, Baltimore County, Maryland",1391,221
1400000US24005408602,24005408602,"Census Tract 4086.02, Baltimore County, Maryland",1358,270
1400000US24005408702,24005408702,"Census Tract 4087.02, Baltimore County, Maryland",1451,157
1400000US24005408703,24005408703,"Census Tract 4087.03, Baltimore County, Maryland",1595,107
1400000US24005408704,24005408704,"Census Tract 4087.04, Baltimore County, Maryland",1874,162
1400000US24005408800,24005408800,"Census Tract 4088, Baltimore County, Maryland",1225,114
1400000US24005408900,24005408900,"Census Tract 4089, Baltimore County, Maryland",1321,145
1400000US24005410100,24005410100,"Census Tract 4101, Baltimore County, Maryland",2325,283
1400000US24005410200,24005410200,"Census Tract 4102, Baltimore County, Maryland",2052,242
1400000US24005411101,24005411101,"Census Tract 4111.01, Baltimore County, Maryland",1199,279
1400000US24005411102,24005411102,"Census Tract 4111.02, Baltimore County, Maryland",1362,135
1400000US24005411201,24005411201,"Census Tract 4112.01, Baltimore County, Maryland",1180,190
1400000US24005411202,24005411202,"Census Tract 4112.02, Baltimore County, Maryland",1997,218
1400000US24005411302,24005411302,"Census Tract 4113.02, Baltimore County, Maryland",2088,216
1400000US24005411303,24005411303,"Census Tract 4113.03, Baltimore County, Maryland",1365,58
1400000US24005411306,24005411306,"Census Tract 4113.06, Baltimore County, Maryland",1457,104
1400000US24005411307,24005411307,"Census Tract 4113.07, Baltimore County, Maryland",1370,39
1400000US24005411308,24005411308,"Census Tract 4113.08, Baltimore County, Maryland",1383,112
1400000US24005411309,24005411309,"Census Tract 4113.09, Baltimore County, Maryland",1579,194
1400000US24005411404,24005411404,"Census Tract 4114.04, Baltimore County, Maryland",1232,209
1400000US24005411406,24005411406,"Census Tract 4114.06, Baltimore County, Maryland",1268,144
1400000US24005411407,24005411407,"Census Tract 4114.07, Baltimore County, Maryland",1404,175
1400000US24005411408,24005411408,"Census Tract 4114.08, Baltimore County, Maryland",1147,36
1400000US24005411409,24005411409,"Census Tract 4114.09, Baltimore County, Maryland",1637,97
1400000US24005411410,24005411410,"Census Tract 4114.10, Baltimore County, Maryland",1390,51
1400000US24005420100,24005420100,"Census Tract 4201, Baltimore County, Maryland",870,168
1400000US24005420200,24005420200,"Census Tract 4202, Baltimore County, Maryland",939,131
1400000US24005420301,24005420301,"Census Tract 4203.01, Baltimore County, Maryland",943,36
1400000US24005420302,24005420302,"Census Tract 4203.02, Baltimore County, Maryland",1076,41
1400000US24005420303,24005420303,"Census Tract 4203.03, Baltimore County, Maryland",1164,93
1400000US24005420401,24005420401,"Census Tract 4204.01, Baltimore County, Maryland",1182,50
1400000US24005420402,24005420402,"Census Tract 4204.02, Baltimore County, Maryland",1131,135
1400000US24005420500,24005420500,"Census Tract 4205, Baltimore County, Maryland",1007,95
1400000US24005420600,24005420600,"Census Tract 4206, Baltimore County, Maryland",976,80
1400000US24005420701,24005420701,"Census Tract 4207.01, Baltimore County, Maryland",960,22
1400000US24005420702,24005420702,"Census Tract 4207.02, Baltimore County, Maryland",907,151
1400000US24005420800,24005420800,"Census Tract 4208, Baltimore County, Maryland",1024,91
1400000US24005420900,24005420900,"Census Tract 4209, Baltimore County, Maryland",926,70
1400000US24005421000,24005421000,"Census Tract 4210, Baltimore County, Maryland",790,62
1400000US24005421101,24005421101,"Census Tract 4211.01, Baltimore County, Maryland",847,38
1400000US24005421102,24005421102,"Census Tract 4211.02, Baltimore County, Maryland",976,96
1400000US24005421200,24005421200,"Census Tract 4212, Baltimore County, Maryland",955,99
1400000US24005421300,24005421300,"Census Tract 4213, Baltimore County, Maryland",873,51
1400000US24005430101,24005430101,"Census Tract 4301.01, Baltimore County, Maryland",1037,42
1400000US24005430104,24005430104,"Census Tract 4301.04, Baltimore County, Maryland",1257,226
1400000US24005430200,24005430200,"Census Tract 4302, Baltimore County, Maryland",1076,132
1400000US24005430300,24005430300,"Census Tract 4303, Baltimore County, Maryland",1041,60
1400000US24005430400,24005430400,"Census Tract 4304, Baltimore County, Maryland",1200,144
1400000US24005430600,24005430600,"Census Tract 4306, Baltimore County, Maryland",1518,160
1400000US24005430700,24005430700,"Census Tract 4307, Baltimore County, Maryland",1394,154
1400000US24005430800,24005430800,"Census Tract 4308, Baltimore County, Maryland",1217,98
1400000US24005430900,24005430900,"Census Tract 4309, Baltimore County, Maryland",1036,129
1400000US24005440100,24005440100,"Census Tract 4401, Baltimore County, Maryland",1358,76
1400000US24005440200,24005440200,"Census Tract 4402, Baltimore County, Maryland",1323,126
1400000US24005440300,24005440300,"Census Tract 4403, Baltimore County, Maryland",1194,43
1400000US24005440400,24005440400,"Census Tract 4404, Baltimore County, Maryland",1431,217
1400000US24005440500,24005440500,"Census Tract 4405, Baltimore County, Maryland",1288,110
1400000US24005440600,24005440600,"Census Tract 4406, Baltimore County, Maryland",2086,157
1400000US24005440701,24005440701,"Census Tract 4407.01, Baltimore County, Maryland",1133,50
1400000US24005440702,24005440702,"Census Tract 4407.02, Baltimore County, Maryland",1426,83
1400000US24005440800,24005440800,"Census Tract 4408, Baltimore County, Maryland",1287,92
1400000US24005440900,24005440900,"Census Tract 4409, Baltimore County, Maryland",1113,42
1400000US24005441000,24005441000,"Census Tract 4410, Baltimore County, Maryland",1288,62
1400000US24005441101,24005441101,"Census Tract 4411.01, Baltimore County, Maryland",890,383
1400000US24005441102,24005441102,"Census Tract 4411.02, Baltimore County, Maryland",1190,111
1400000US24005450100,24005450100,"Census Tract 4501, Baltimore County, Maryland",831,222
1400000US24005450200,24005450200,"Census Tract 4502, Baltimore County, Maryland",929,113
1400000US24005450300,24005450300,"Census Tract 4503, Baltimore County, Maryland",948,175
1400000US24005450400,24005450400,"Census Tract 4504, Baltimore County, Maryland",1194,78
1400000US24005450501,24005450501,"Census Tract 4505.01, Baltimore County, Maryland",917,94
1400000US24005450503,24005450503,"Census Tract 4505.03, Baltimore County, Maryland",1079,51
1400000US24005450504,24005450504,"Census Tract 4505.04, Baltimore County, Maryland",890,40
1400000US24005450800,24005450800,"Census Tract 4508, Baltimore County, Maryland",1013,79
1400000US24005450900,24005450900,"Census Tract 4509, Baltimore County, Maryland",1283,167
1400000US24005451000,24005451000,"Census Tract 4510, Baltimore County, Maryland",1515,258
1400000US24005451100,24005451100,"Census Tract 4511, Baltimore County, Maryland",1634,91
1400000US24005451200,24005451200,"Census Tract 4512, Baltimore County, Maryland",1295,83
1400000US24005451300,24005451300,"Census Tract 4513, Baltimore County, Maryland",1035,90
1400000US24005451401,24005451401,"Census Tract 4514.01, Baltimore County, Maryland",1615,308
1400000US24005451402,24005451402,"Census Tract 4514.02, Baltimore County, Maryland",1117,35
1400000US24005451500,24005451500,"Census Tract 4515, Baltimore County, Maryland",1089,95
1400000US24005451600,24005451600,"Census Tract 4516, Baltimore County, Maryland",1098,105
1400000US24005451701,24005451701,"Census Tract 4517.01, Baltimore County, Maryland",1535,156
1400000US24005451702,24005451702,"Census Tract 4517.02, Baltimore County, Maryland",1355,398
1400000US24005451801,24005451801,"Census Tract 4518.01, Baltimore County, Maryland",1106,127
1400000US24005451802,24005451802,"Census Tract 4518.02, Baltimore County, Maryland",969,53
1400000US24005451803,24005451803,"Census Tract 4518.03, Baltimore County, Maryland",1276,84
1400000US24005451900,24005451900,"Census Tract 4519, Baltimore County, Maryland",1274,133
1400000US24005452000,24005452000,"Census Tract 4520, Baltimore County, Maryland",871,157
1400000US24005452100,24005452100,"Census Tract 4521, Baltimore County, Maryland",1156,245
1400000US24005452300,24005452300,"Census Tract 4523, Baltimore County, Maryland",973,107
1400000US24005452400,24005452400,"Census Tract 4524, Baltimore County, Maryland",1111,129
1400000US24005452500,24005452500,"Census Tract 4525, Baltimore County, Maryland",1065,125
1400000US24005490100,24005490100,"Census Tract 4901, Baltimore County, Maryland",1799,424
1400000US24005490200,24005490200,"Census Tract 4902, Baltimore County, Maryland",1751,222
1400000US24005490301,24005490301,"Census Tract 4903.01, Baltimore County, Maryland",1476,59
1400000US24005490302,24005490302,"Census Tract 4903.02, Baltimore County, Maryland",1231,75
1400000US24005490400,24005490400,"Census Tract 4904, Baltimore County, Maryland",1617,151
1400000US24005490500,24005490500,"Census Tract 4905, Baltimore County, Maryland",1734,133
1400000US24005490601,24005490601,"Census Tract 4906.01, Baltimore County, Maryland",1439,172
1400000US24005490602,24005490602,"Census Tract 4906.02, Baltimore County, Maryland",1338,98
1400000US24005490603,24005490603,"Census Tract 4906.03, Baltimore County, Maryland",1430,135
1400000US24005490605,24005490605,"Census Tract 4906.05, Baltimore County, Maryland",1216,349
1400000US24005490701,24005490701,"Census Tract 4907.01, Baltimore County, Maryland",2203,292
1400000US24005490703,24005490703,"Census Tract 4907.03, Baltimore County, Maryland",1676,93
1400000US24005490800,24005490800,"Census Tract 4908, Baltimore County, Maryland",1451,119
1400000US24005490900,24005490900,"Census Tract 4909, Baltimore County, Maryland",1132,43
1400000US24005491000,24005491000,"Census Tract 4910, Baltimore County, Maryland",1707,181
1400000US24005491100,24005491100,"Census Tract 4911, Baltimore County, Maryland",1253,149
1400000US24005491201,24005491201,"Census Tract 4912.01, Baltimore County, Maryland",1223,96
1400000US24005491202,24005491202,"Census Tract 4912.02, Baltimore County, Maryland",1197,99
1400000US24005491300,24005491300,"Census Tract 4913, Baltimore County, Maryland",1354,64
1400000US24005491401,24005491401,"Census Tract 4914.01, Baltimore County, Maryland",1107,42
1400000US24005491402,24005491402,"Census Tract 4914.02, Baltimore County, Maryland",1111,104
1400000US24005491500,24005491500,"Census Tract 4915, Baltimore County, Maryland",1078,72
